rounds	row	columns	wordsize	kolumns	block	key	full-diffusion
13	7	7	12	7	588	588	8
20	7	7	12	14	588	1176	6
21	7	7	12	15	588	1260	6
15	7	7	12	9	588	756	10
19	7	7	12	13	588	1092	8
22	7	7	12	16	588	1344	6
18	7	7	12	12	588	1008	8
14	7	7	13	8	637	728	4
15	7	7	13	9	637	819	4
16	7	7	13	10	637	910	4
17	7	7	13	11	637	1001	4
19	7	7	13	13	637	1183	4
18	7	7	13	12	637	1092	4
13	7	7	13	7	637	637	10
20	7	7	13	14	637	1274	4
22	7	7	13	16	637	1456	4
21	7	7	13	15	637	1365	4
15	7	7	14	9	686	882	6
13	7	7	14	7	686	686	6
16	7	7	14	10	686	980	6
14	7	7	14	8	686	784	6
17	7	7	14	11	686	1078	8
18	7	7	14	12	686	1176	6
21	7	7	14	15	686	1470	6
13	7	7	15	7	735	735	4
20	7	7	14	14	686	1372	8
19	7	7	14	13	686	1274	8
14	7	7	15	8	735	840	4
22	7	7	14	16	686	1568	6
15	7	7	15	9	735	945	4
16	7	7	15	10	735	1050	4
18	7	7	15	12	735	1260	4
20	7	7	15	14	735	1470	4
17	7	7	15	11	735	1155	4
19	7	7	15	13	735	1365	4
22	7	7	15	16	735	1680	4
21	7	7	15	15	735	1575	4
15	7	7	16	9	784	1008	6
17	7	7	16	11	784	1232	6
16	7	7	16	10	784	1120	6
13	7	7	16	7	784	784	6
19	7	7	16	13	784	1456	6
14	7	7	16	8	784	896	6
20	7	7	16	14	784	1568	6
18	7	7	16	12	784	1344	8
14	7	8	3	8	168	168	6
15	7	8	3	9	168	189	6
21	7	7	16	15	784	1680	6
16	7	8	3	10	168	210	8
17	7	8	3	11	168	231	8
19	7	8	3	13	168	273	6
21	7	8	3	15	168	315	6
14	7	8	4	8	224	224	4
20	7	8	3	14	168	294	8
18	7	8	3	12	168	252	10
22	7	7	16	16	784	1792	8
17	7	8	4	11	224	308	6
22	7	8	3	16	168	336	6
15	7	8	4	9	224	252	4
21	7	8	4	15	224	420	6
16	7	8	4	10	224	280	6
19	7	8	4	13	224	364	6
18	7	8	4	12	224	336	8
20	7	8	4	14	224	392	8
22	7	8	4	16	224	448	6
15	7	8	5	9	280	315	6
14	7	8	5	8	280	280	6
17	7	8	5	11	280	385	6
18	7	8	5	12	280	420	6
20	7	8	5	14	280	490	6
16	7	8	5	10	280	350	8
21	7	8	5	15	280	525	8
22	7	8	5	16	280	560	6
19	7	8	5	13	280	455	10
16	7	8	6	10	336	420	8
18	7	8	6	12	336	504	10
17	7	8	6	11	336	462	10
14	7	8	6	8	336	336	12
15	7	8	6	9	336	378	10
20	7	8	6	14	336	588	6
19	7	8	6	13	336	546	8
21	7	8	6	15	336	630	8
14	7	8	7	8	392	392	6
15	7	8	7	9	392	441	6
16	7	8	7	10	392	490	6
18	7	8	7	12	392	588	6
20	7	8	7	14	392	686	6
22	7	8	6	16	336	672	12
17	7	8	7	11	392	539	10
22	7	8	7	16	392	784	6
21	7	8	7	15	392	735	8
19	7	8	7	13	392	637	10
16	7	8	8	10	448	560	6
14	7	8	8	8	448	448	6
15	7	8	8	9	448	504	6
18	7	8	8	12	448	672	6
17	7	8	8	11	448	616	8
20	7	8	8	14	448	784	6
19	7	8	8	13	448	728	10
21	7	8	8	15	448	840	8
14	7	8	9	8	504	504	6
15	7	8	9	9	504	567	6
22	7	8	8	16	448	896	10
16	7	8	9	10	504	630	6
17	7	8	9	11	504	693	6
20	7	8	9	14	504	882	6
18	7	8	9	12	504	756	6
21	7	8	9	15	504	945	6
19	7	8	9	13	504	819	10
14	7	8	10	8	560	560	6
22	7	8	9	16	504	1008	8
16	7	8	10	10	560	700	8
15	7	8	10	9	560	630	8
18	7	8	10	12	560	840	6
19	7	8	10	13	560	910	8
17	7	8	10	11	560	770	10
20	7	8	10	14	560	980	6
21	7	8	10	15	560	1050	6
22	7	8	10	16	560	1120	8
16	7	8	11	10	616	770	6
15	7	8	11	9	616	693	6
17	7	8	11	11	616	847	6
14	7	8	11	8	616	616	8
18	7	8	11	12	616	924	6
19	7	8	11	13	616	1001	6
20	7	8	11	14	616	1078	6
22	7	8	11	16	616	1232	8
15	7	8	12	9	672	756	6
14	7	8	12	8	672	672	6
16	7	8	12	10	672	840	6
21	7	8	11	15	616	1155	12
17	7	8	12	11	672	924	8
22	7	8	12	16	672	1344	6
20	7	8	12	14	672	1176	6
18	7	8	12	12	672	1008	12
21	7	8	12	15	672	1260	8
15	7	8	13	9	728	819	8
14	7	8	13	8	728	728	8
19	7	8	12	13	672	1092	14
17	7	8	13	11	728	1001	6
19	7	8	13	13	728	1183	6
18	7	8	13	12	728	1092	8
16	7	8	13	10	728	910	10
20	7	8	13	14	728	1274	6
22	7	8	13	16	728	1456	6
21	7	8	13	15	728	1365	8
15	7	8	14	9	784	882	6
17	7	8	14	11	784	1078	6
14	7	8	14	8	784	784	8
16	7	8	14	10	784	980	8
18	7	8	14	12	784	1176	8
22	7	8	14	16	784	1568	8
19	7	8	14	13	784	1274	8
21	7	8	14	15	784	1470	6
20	7	8	14	14	784	1372	10
17	7	8	15	11	840	1155	8
14	7	8	15	8	840	840	8
15	7	8	15	9	840	945	6
16	7	8	15	10	840	1050	8
18	7	8	15	12	840	1260	6
20	7	8	15	14	840	1470	6
21	7	8	15	15	840	1575	10
22	7	8	15	16	840	1680	6
19	7	8	15	13	840	1365	10
15	7	8	16	9	896	1008	6
18	7	8	16	12	896	1344	6
16	7	8	16	10	896	1120	6
17	7	8	16	11	896	1232	6
14	7	8	16	8	896	896	12
16	7	9	3	10	189	210	12
15	7	9	3	9	189	189	12
20	7	8	16	14	896	1568	6
17	7	9	3	11	189	231	8
18	7	9	3	12	189	252	6
22	7	8	16	16	896	1792	8
21	7	8	16	15	896	1680	6
19	7	9	3	13	189	273	6
20	7	9	3	14	189	294	6
15	7	9	4	9	252	252	4
21	7	9	3	15	189	315	6
16	7	9	4	10	252	280	4
19	7	8	16	13	896	1456	10
17	7	9	4	11	252	308	4
22	7	9	3	16	189	336	8
18	7	9	4	12	252	336	10
19	7	9	4	13	252	364	8
21	7	9	4	15	252	420	6
20	7	9	4	14	252	392	10
16	7	9	5	10	315	350	6
17	7	9	5	11	315	385	8
19	7	9	5	13	315	455	8
22	7	9	4	16	252	448	12
15	7	9	5	9	315	315	10
18	7	9	5	12	315	420	8
21	7	9	5	15	315	525	6
22	7	9	5	16	315	560	6
15	7	9	6	9	378	378	6
17	7	9	6	11	378	462	6
16	7	9	6	10	378	420	6
19	7	9	6	13	378	546	6
18	7	9	6	12	378	504	6
20	7	9	5	14	315	490	12
20	7	9	6	14	378	588	8
21	7	9	6	15	378	630	6
22	7	9	6	16	378	672	6
15	7	9	7	9	441	441	6
16	7	9	7	10	441	490	6
19	7	9	7	13	441	637	6
18	7	9	7	12	441	588	8
17	7	9	7	11	441	539	8
21	7	9	7	15	441	735	6
20	7	9	7	14	441	686	6
22	7	9	7	16	441	784	8
17	7	9	8	11	504	616	8
15	7	9	8	9	504	504	8
19	7	9	8	13	504	728	8
16	7	9	8	10	504	560	10
20	7	9	8	14	504	784	8
18	7	9	8	12	504	672	8
21	7	9	8	15	504	840	10
22	7	9	8	16	504	896	8
17	7	9	9	11	567	693	6
16	7	9	9	10	567	630	6
20	7	9	9	14	567	882	6
15	7	9	9	9	567	567	6
18	7	9	9	12	567	756	8
19	7	9	9	13	567	819	6
22	7	9	9	16	567	1008	8
21	7	9	9	15	567	945	8
17	7	9	10	11	630	770	6
16	7	9	10	10	630	700	8
15	7	9	10	9	630	630	6
19	7	9	10	13	630	910	6
18	7	9	10	12	630	840	10
21	7	9	10	15	630	1050	6
20	7	9	10	14	630	980	8
15	7	9	11	9	693	693	8
22	7	9	10	16	630	1120	6
16	7	9	11	10	693	770	6
18	7	9	11	12	693	924	6
19	7	9	11	13	693	1001	6
21	7	9	11	15	693	1155	8
22	7	9	11	16	693	1232	8
15	7	9	12	9	756	756	6
17	7	9	11	11	693	847	10
20	7	9	11	14	693	1078	12
17	7	9	12	11	756	924	8
19	7	9	12	13	756	1092	8
18	7	9	12	12	756	1008	6
16	7	9	12	10	756	840	8
20	7	9	12	14	756	1176	8
21	7	9	12	15	756	1260	10
15	7	9	13	9	819	819	6
16	7	9	13	10	819	910	6
17	7	9	13	11	819	1001	10
22	7	9	12	16	756	1344	8
19	7	9	13	13	819	1183	8
18	7	9	13	12	819	1092	8
20	7	9	13	14	819	1274	8
16	7	9	14	10	882	980	6
21	7	9	13	15	819	1365	6
22	7	9	13	16	819	1456	6
15	7	9	14	9	882	882	8
17	7	9	14	11	882	1078	8
19	7	9	14	13	882	1274	6
20	7	9	14	14	882	1372	6
18	7	9	14	12	882	1176	8
22	7	9	14	16	882	1568	8
15	7	9	15	9	945	945	6
16	7	9	15	10	945	1050	6
17	7	9	15	11	945	1155	10
20	7	9	15	14	945	1470	6
19	7	9	15	13	945	1365	6
18	7	9	15	12	945	1260	8
21	7	9	14	15	882	1470	14
21	7	9	15	15	945	1575	8
22	7	9	15	16	945	1680	6
15	7	9	16	9	1008	1008	8
16	7	9	16	10	1008	1120	6
20	7	9	16	14	1008	1568	8
18	7	9	16	12	1008	1344	8
17	7	9	16	11	1008	1232	6
19	7	9	16	13	1008	1456	6
16	7	10	3	10	210	210	8
17	7	10	3	11	210	231	8
21	7	9	16	15	1008	1680	8
18	7	10	3	12	210	252	8
20	7	10	3	14	210	294	8
22	7	9	16	16	1008	1792	6
19	7	10	3	13	210	273	10
22	7	10	3	16	210	336	6
16	7	10	4	10	280	280	6
21	7	10	3	15	210	315	8
19	7	10	4	13	280	364	6
17	7	10	4	11	280	308	6
18	7	10	4	12	280	336	8
21	7	10	4	15	280	420	6
20	7	10	4	14	280	392	8
16	7	10	5	10	350	350	8
17	7	10	5	11	350	385	8
18	7	10	5	12	350	420	8
19	7	10	5	13	350	455	8
20	7	10	5	14	350	490	8
22	7	10	4	16	280	448	12
21	7	10	5	15	350	525	6
22	7	10	5	16	350	560	6
16	7	10	6	10	420	420	8
19	7	10	6	13	420	546	8
20	7	10	6	14	420	588	8
22	7	10	6	16	420	672	8
17	7	10	6	11	420	462	10
21	7	10	6	15	420	630	10
18	7	10	6	12	420	504	10
16	7	10	7	10	490	490	8
21	7	10	7	15	490	735	8
19	7	10	7	13	490	637	8
18	7	10	7	12	490	588	6
20	7	10	7	14	490	686	8
17	7	10	7	11	490	539	10
16	7	10	8	10	560	560	6
22	7	10	7	16	490	784	10
18	7	10	8	12	560	672	6
19	7	10	8	13	560	728	8
21	7	10	8	15	560	840	8
17	7	10	8	11	560	616	10
20	7	10	8	14	560	784	8
22	7	10	8	16	560	896	8
16	7	10	9	10	630	630	8
18	7	10	9	12	630	756	6
19	7	10	9	13	630	819	6
17	7	10	9	11	630	693	10
22	7	10	9	16	630	1008	6
21	7	10	9	15	630	945	10
17	7	10	10	11	700	770	6
16	7	10	10	10	700	700	8
20	7	10	9	14	630	882	14
19	7	10	10	13	700	910	6
18	7	10	10	12	700	840	8
20	7	10	10	14	700	980	6
22	7	10	10	16	700	1120	8
21	7	10	10	15	700	1050	8
18	7	10	11	12	770	924	8
19	7	10	11	13	770	1001	8
20	7	10	11	14	770	1078	6
21	7	10	11	15	770	1155	6
17	7	10	11	11	770	847	12
16	7	10	11	10	770	770	12
16	7	10	12	10	840	840	8
22	7	10	11	16	770	1232	8
17	7	10	12	11	840	924	6
19	7	10	12	13	840	1092	6
18	7	10	12	12	840	1008	6
21	7	10	12	15	840	1260	6
20	7	10	12	14	840	1176	10
16	7	10	13	10	910	910	8
17	7	10	13	11	910	1001	6
19	7	10	13	13	910	1183	6
18	7	10	13	12	910	1092	10
20	7	10	13	14	910	1274	6
22	7	10	12	16	840	1344	14
22	7	10	13	16	910	1456	8
21	7	10	13	15	910	1365	8
18	7	10	14	12	980	1176	8
20	7	10	14	14	980	1372	6
19	7	10	14	13	980	1274	8
16	7	10	14	10	980	980	10
21	7	10	14	15	980	1470	6
22	7	10	14	16	980	1568	6
17	7	10	14	11	980	1078	8
22	7	10	15	16	1050	1680	6
16	7	10	15	10	1050	1050	6
17	7	10	15	11	1050	1155	6
21	7	10	15	15	1050	1575	6
18	7	10	15	12	1050	1260	6
19	7	10	15	13	1050	1365	6
20	7	10	15	14	1050	1470	6
18	7	10	16	12	1120	1344	6
17	7	10	16	11	1120	1232	6
19	7	10	16	13	1120	1456	8
17	7	11	3	11	231	231	6
18	7	11	3	12	231	252	6
20	7	10	16	14	1120	1568	6
21	7	10	16	15	1120	1680	8
22	7	10	16	16	1120	1792	6
19	7	11	3	13	231	273	10
20	7	11	3	14	231	294	12
21	7	11	3	15	231	315	6
16	7	10	16	10	1120	1120	12
22	7	11	3	16	231	336	6
19	7	11	4	13	308	364	6
17	7	11	4	11	308	308	8
18	7	11	4	12	308	336	6
20	7	11	4	14	308	392	6
22	7	11	4	16	308	448	6
21	7	11	4	15	308	420	10
17	7	11	5	11	385	385	6
21	7	11	5	15	385	525	6
20	7	11	5	14	385	490	8
19	7	11	5	13	385	455	8
22	7	11	5	16	385	560	8
18	7	11	5	12	385	420	10
17	7	11	6	11	462	462	8
18	7	11	6	12	462	504	6
22	7	11	6	16	462	672	6
19	7	11	6	13	462	546	6
20	7	11	6	14	462	588	6
18	7	11	7	12	539	588	8
17	7	11	7	11	539	539	8
20	7	11	7	14	539	686	6
21	7	11	6	15	462	630	12
19	7	11	7	13	539	637	10
22	7	11	7	16	539	784	8
21	7	11	7	15	539	735	10
19	7	11	8	13	616	728	6
21	7	11	8	15	616	840	8
20	7	11	8	14	616	784	6
22	7	11	8	16	616	896	6
17	7	11	9	11	693	693	8
18	7	11	8	12	616	672	12
21	7	11	9	15	693	945	6
17	7	11	8	11	616	616	14
19	7	11	9	13	693	819	6
18	7	11	9	12	693	756	8
20	7	11	9	14	693	882	8
22	7	11	9	16	693	1008	6
17	7	11	10	11	770	770	8
19	7	11	10	13	770	910	6
21	7	11	10	15	770	1050	8
18	7	11	10	12	770	840	10
18	7	11	11	12	847	924	8
22	7	11	10	16	770	1120	6
20	7	11	10	14	770	980	10
17	7	11	11	11	847	847	6
19	7	11	11	13	847	1001	6
21	7	11	11	15	847	1155	8
22	7	11	11	16	847	1232	6
19	7	11	12	13	924	1092	6
20	7	11	11	14	847	1078	8
18	7	11	12	12	924	1008	8
17	7	11	12	11	924	924	8
21	7	11	12	15	924	1260	6
20	7	11	12	14	924	1176	12
22	7	11	12	16	924	1344	10
18	7	11	13	12	1001	1092	8
19	7	11	13	13	1001	1183	6
20	7	11	13	14	1001	1274	8
17	7	11	13	11	1001	1001	8
22	7	11	13	16	1001	1456	6
21	7	11	13	15	1001	1365	10
17	7	11	14	11	1078	1078	6
18	7	11	14	12	1078	1176	8
19	7	11	14	13	1078	1274	6
20	7	11	14	14	1078	1372	6
22	7	11	14	16	1078	1568	8
17	7	11	15	11	1155	1155	6
21	7	11	14	15	1078	1470	8
18	7	11	15	12	1155	1260	6
21	7	11	15	15	1155	1575	10
19	7	11	15	13	1155	1365	8
22	7	11	15	16	1155	1680	6
20	7	11	15	14	1155	1470	10
17	7	11	16	11	1232	1232	8
19	7	11	16	13	1232	1456	8
18	7	11	16	12	1232	1344	10
19	7	12	3	13	252	273	8
18	7	12	3	12	252	252	8
22	7	11	16	16	1232	1792	8
20	7	12	3	14	252	294	10
21	7	11	16	15	1232	1680	6
18	7	12	4	12	336	336	6
22	7	12	3	16	252	336	10
21	7	12	3	15	252	315	12
19	7	12	4	13	336	364	6
20	7	12	4	14	336	392	6
21	7	12	4	15	336	420	6
20	7	11	16	14	1232	1568	10
18	7	12	5	12	420	420	8
20	7	12	5	14	420	490	8
21	7	12	5	15	420	525	6
22	7	12	4	16	336	448	12
19	7	12	5	13	420	455	8
22	7	12	5	16	420	560	8
18	7	12	6	12	504	504	6
19	7	12	6	13	504	546	6
21	7	12	6	15	504	630	6
22	7	12	6	16	504	672	6
19	7	12	7	13	588	637	6
20	7	12	7	14	588	686	6
20	7	12	6	14	504	588	10
21	7	12	7	15	588	735	8
18	7	12	7	12	588	588	10
22	7	12	7	16	588	784	6
18	7	12	8	12	672	672	6
19	7	12	8	13	672	728	8
21	7	12	8	15	672	840	8
18	7	12	9	12	756	756	6
20	7	12	8	14	672	784	8
22	7	12	8	16	672	896	8
19	7	12	9	13	756	819	8
18	7	12	10	12	840	840	10
20	7	12	9	14	756	882	8
22	7	12	9	16	756	1008	8
19	7	12	10	13	840	910	6
20	7	12	10	14	840	980	6
21	7	12	9	15	756	945	10
21	7	12	10	15	840	1050	8
19	7	12	11	13	924	1001	6
18	7	12	11	12	924	924	6
21	7	12	11	15	924	1155	6
22	7	12	10	16	840	1120	8
19	7	12	12	13	1008	1092	6
20	7	12	11	14	924	1078	10
22	7	12	11	16	924	1232	10
21	7	12	12	15	1008	1260	8
18	7	12	13	12	1092	1092	6
18	7	12	12	12	1008	1008	10
20	7	12	12	14	1008	1176	12
20	7	12	13	14	1092	1274	8
19	7	12	13	13	1092	1183	8
22	7	12	12	16	1008	1344	10
22	7	12	13	16	1092	1456	10
18	7	12	14	12	1176	1176	6
22	7	12	14	16	1176	1568	6
21	7	12	13	15	1092	1365	10
20	7	12	14	14	1176	1372	6
19	7	12	14	13	1176	1274	6
21	7	12	14	15	1176	1470	10
20	7	12	15	14	1260	1470	6
18	7	12	15	12	1260	1260	6
19	7	12	15	13	1260	1365	6
21	7	12	15	15	1260	1575	6
22	7	12	15	16	1260	1680	8
18	7	12	16	12	1344	1344	6
19	7	13	3	13	273	273	8
19	7	12	16	13	1344	1456	6
20	7	13	3	14	273	294	10
20	7	12	16	14	1344	1568	6
21	7	13	3	15	273	315	10
19	7	13	4	13	364	364	6
20	7	13	4	14	364	392	6
21	7	13	4	15	364	420	6
22	7	12	16	16	1344	1792	6
22	7	13	3	16	273	336	10
21	7	12	16	15	1344	1680	8
22	7	13	4	16	364	448	6
20	7	13	5	14	455	490	6
22	7	13	5	16	455	560	6
21	7	13	5	15	455	525	6
19	7	13	5	13	455	455	6
20	7	13	6	14	546	588	6
19	7	13	6	13	546	546	8
21	7	13	6	15	546	630	8
22	7	13	6	16	546	672	8
21	7	13	7	15	637	735	6
20	7	13	7	14	637	686	8
19	7	13	7	13	637	637	8
22	7	13	7	16	637	784	10
20	7	13	8	14	728	784	8
19	7	13	8	13	728	728	6
21	7	13	8	15	728	840	6
22	7	13	8	16	728	896	6
19	7	13	9	13	819	819	6
21	7	13	9	15	819	945	6
20	7	13	9	14	819	882	10
22	7	13	9	16	819	1008	6
19	7	13	10	13	910	910	8
21	7	13	10	15	910	1050	8
22	7	13	10	16	910	1120	6
19	7	13	11	13	1001	1001	8
20	7	13	10	14	910	980	12
21	7	13	11	15	1001	1155	8
22	7	13	11	16	1001	1232	8
20	7	13	12	14	1092	1176	6
19	7	13	12	13	1092	1092	8
20	7	13	11	14	1001	1078	12
21	7	13	12	15	1092	1260	8
22	7	13	12	16	1092	1344	8
19	7	13	13	13	1183	1183	6
20	7	13	13	14	1183	1274	6
22	7	13	13	16	1183	1456	6
19	7	13	14	13	1274	1274	6
20	7	13	14	14	1274	1372	6
21	7	13	13	15	1183	1365	8
22	7	13	14	16	1274	1568	6
19	7	13	15	13	1365	1365	6
21	7	13	14	15	1274	1470	8
20	7	13	15	14	1365	1470	6
21	7	13	15	15	1365	1575	6
22	7	13	15	16	1365	1680	6
21	7	13	16	15	1456	1680	6
19	7	13	16	13	1456	1456	6
20	7	14	3	14	294	294	8
21	7	14	3	15	294	315	10
20	7	13	16	14	1456	1568	8
20	7	14	4	14	392	392	6
22	7	13	16	16	1456	1792	8
21	7	14	4	15	392	420	6
22	7	14	3	16	294	336	12
22	7	14	4	16	392	448	10
20	7	14	5	14	490	490	8
22	7	14	5	16	490	560	8
21	7	14	5	15	490	525	10
22	7	14	6	16	588	672	6
20	7	14	6	14	588	588	8
21	7	14	6	15	588	630	10
21	7	14	7	15	686	735	12
20	7	14	7	14	686	686	10
21	7	14	9	15	882	945	8
22	7	14	7	16	686	784	10
21	7	14	8	15	784	840	8
22	7	14	8	16	784	896	10
20	7	14	9	14	882	882	8
20	7	14	8	14	784	784	10
20	7	14	10	14	980	980	8
22	7	14	9	16	882	1008	12
20	7	14	12	14	1176	1176	8
20	7	14	11	14	1078	1078	8
21	7	14	11	15	1078	1155	10
21	7	14	10	15	980	1050	12
22	7	14	10	16	980	1120	10
22	7	14	11	16	1078	1232	10
22	7	14	12	16	1176	1344	8
20	7	14	13	14	1274	1274	8
22	7	14	13	16	1274	1456	10
21	7	14	13	15	1274	1365	10
21	7	14	12	15	1176	1260	12
21	7	14	14	15	1372	1470	8
20	7	14	14	14	1372	1372	8
20	7	14	15	14	1470	1470	8
22	7	14	14	16	1372	1568	12
21	7	14	15	15	1470	1575	10
22	7	14	15	16	1470	1680	10
21	7	14	16	15	1568	1680	10
21	7	15	3	15	315	315	8
22	7	15	3	16	315	336	8
22	7	14	16	16	1568	1792	8
20	7	14	16	14	1568	1568	10
21	7	15	4	15	420	420	8
22	7	15	4	16	420	448	8
21	7	15	5	15	525	525	8
22	7	15	5	16	525	560	8
22	7	15	6	16	630	672	8
21	7	15	6	15	630	630	8
22	7	15	7	16	735	784	8
21	7	15	7	15	735	735	8
21	7	15	8	15	840	840	8
22	7	15	8	16	840	896	8
21	7	15	9	15	945	945	10
21	7	15	10	15	1050	1050	10
22	7	15	11	16	1155	1232	8
22	7	15	9	16	945	1008	12
22	7	15	10	16	1050	1120	10
21	7	15	11	15	1155	1155	12
22	7	15	12	16	1260	1344	8
21	7	15	12	15	1260	1260	10
21	7	15	13	15	1365	1365	8
22	7	15	13	16	1365	1456	10
21	7	15	14	15	1470	1470	8
22	7	15	14	16	1470	1568	10
22	7	15	16	16	1680	1792	8
22	7	16	3	16	336	336	12
21	7	15	15	15	1575	1575	10
21	7	15	16	15	1680	1680	8
22	7	16	4	16	448	448	12
22	7	15	15	16	1575	1680	10
22	7	16	5	16	560	560	8
22	7	16	6	16	672	672	8
22	7	16	7	16	784	784	8
22	7	16	8	16	896	896	8
22	7	16	9	16	1008	1008	12
22	7	16	10	16	1120	1120	10
22	7	16	11	16	1232	1232	12
9	8	2	3	3	48	72	6
22	7	16	12	16	1344	1344	10
8	8	2	3	2	48	48	6
11	8	2	3	5	48	120	6
12	8	2	3	6	48	144	6
10	8	2	3	4	48	96	6
13	8	2	3	7	48	168	6
14	8	2	3	8	48	192	6
15	8	2	3	9	48	216	6
16	8	2	3	10	48	240	6
17	8	2	3	11	48	264	6
18	8	2	3	12	48	288	6
19	8	2	3	13	48	312	6
20	8	2	3	14	48	336	6
21	8	2	3	15	48	360	6
22	7	16	13	16	1456	1456	10
22	8	2	3	16	48	384	6
8	8	2	4	2	64	64	4
9	8	2	4	3	64	96	4
10	8	2	4	4	64	128	4
11	8	2	4	5	64	160	4
12	8	2	4	6	64	192	4
13	8	2	4	7	64	224	4
14	8	2	4	8	64	256	4
15	8	2	4	9	64	288	4
16	8	2	4	10	64	320	4
17	8	2	4	11	64	352	4
22	7	16	14	16	1568	1568	8
18	8	2	4	12	64	384	4
19	8	2	4	13	64	416	4
20	8	2	4	14	64	448	4
21	8	2	4	15	64	480	4
8	8	2	5	2	80	80	6
22	8	2	4	16	64	512	4
9	8	2	5	3	80	120	6
10	8	2	5	4	80	160	6
12	8	2	5	6	80	240	6
22	7	16	15	16	1680	1680	8
13	8	2	5	7	80	280	6
14	8	2	5	8	80	320	6
11	8	2	5	5	80	200	10
16	8	2	5	10	80	400	6
15	8	2	5	9	80	360	6
18	8	2	5	12	80	480	6
17	8	2	5	11	80	440	6
20	8	2	5	14	80	560	6
19	8	2	5	13	80	520	6
8	8	2	6	2	96	96	4
21	8	2	5	15	80	600	6
22	8	2	5	16	80	640	6
10	8	2	6	4	96	192	6
9	8	2	6	3	96	144	4
11	8	2	6	5	96	240	6
12	8	2	6	6	96	288	6
15	8	2	6	9	96	432	6
13	8	2	6	7	96	336	6
14	8	2	6	8	96	384	6
16	8	2	6	10	96	480	6
20	8	2	6	14	96	672	6
17	8	2	6	11	96	528	6
18	8	2	6	12	96	576	6
19	8	2	6	13	96	624	6
21	8	2	6	15	96	720	6
22	8	2	6	16	96	768	6
9	8	2	7	3	112	168	6
10	8	2	7	4	112	224	6
8	8	2	7	2	112	112	6
12	8	2	7	6	112	336	6
11	8	2	7	5	112	280	8
13	8	2	7	7	112	392	6
14	8	2	7	8	112	448	6
15	8	2	7	9	112	504	6
16	8	2	7	10	112	560	6
17	8	2	7	11	112	616	6
18	8	2	7	12	112	672	6
19	8	2	7	13	112	728	6
20	8	2	7	14	112	784	6
21	8	2	7	15	112	840	6
22	8	2	7	16	112	896	6
8	8	2	8	2	128	128	8
9	8	2	8	3	128	192	6
10	8	2	8	4	128	256	6
15	8	2	8	9	128	576	6
12	8	2	8	6	128	384	6
11	8	2	8	5	128	320	8
13	8	2	8	7	128	448	6
14	8	2	8	8	128	512	6
16	8	2	8	10	128	640	6
17	8	2	8	11	128	704	6
18	8	2	8	12	128	768	6
19	8	2	8	13	128	832	6
22	8	2	8	16	128	1024	6
20	8	2	8	14	128	896	6
21	8	2	8	15	128	960	6
8	8	2	9	2	144	144	4
9	8	2	9	3	144	216	4
11	8	2	9	5	144	360	4
10	8	2	9	4	144	288	4
12	8	2	9	6	144	432	4
22	7	16	16	16	1792	1792	10
13	8	2	9	7	144	504	4
15	8	2	9	9	144	648	4
14	8	2	9	8	144	576	4
18	8	2	9	12	144	864	4
16	8	2	9	10	144	720	4
17	8	2	9	11	144	792	4
19	8	2	9	13	144	936	4
21	8	2	9	15	144	1080	4
20	8	2	9	14	144	1008	4
9	8	2	10	3	160	240	6
22	8	2	9	16	144	1152	4
10	8	2	10	4	160	320	4
11	8	2	10	5	160	400	4
12	8	2	10	6	160	480	4
15	8	2	10	9	160	720	4
8	8	2	10	2	160	160	8
13	8	2	10	7	160	560	4
14	8	2	10	8	160	640	4
19	8	2	10	13	160	1040	4
16	8	2	10	10	160	800	4
17	8	2	10	11	160	880	4
18	8	2	10	12	160	960	4
20	8	2	10	14	160	1120	4
21	8	2	10	15	160	1200	4
22	8	2	10	16	160	1280	4
8	8	2	11	2	176	176	6
9	8	2	11	3	176	264	6
10	8	2	11	4	176	352	8
12	8	2	11	6	176	528	10
11	8	2	11	5	176	440	10
15	8	2	11	9	176	792	8
14	8	2	11	8	176	704	8
16	8	2	11	10	176	880	8
13	8	2	11	7	176	616	14
19	8	2	11	13	176	1144	8
18	8	2	11	12	176	1056	8
17	8	2	11	11	176	968	8
20	8	2	11	14	176	1232	8
21	8	2	11	15	176	1320	8
8	8	2	12	2	192	192	4
9	8	2	12	3	192	288	4
10	8	2	12	4	192	384	6
22	8	2	11	16	176	1408	8
11	8	2	12	5	192	480	6
12	8	2	12	6	192	576	6
13	8	2	12	7	192	672	6
15	8	2	12	9	192	864	6
16	8	2	12	10	192	960	6
14	8	2	12	8	192	768	6
19	8	2	12	13	192	1248	6
17	8	2	12	11	192	1056	6
20	8	2	12	14	192	1344	6
18	8	2	12	12	192	1152	6
21	8	2	12	15	192	1440	6
8	8	2	13	2	208	208	6
22	8	2	12	16	192	1536	6
10	8	2	13	4	208	416	4
11	8	2	13	5	208	520	4
12	8	2	13	6	208	624	4
13	8	2	13	7	208	728	4
15	8	2	13	9	208	936	4
14	8	2	13	8	208	832	4
17	8	2	13	11	208	1144	4
9	8	2	13	3	208	312	10
16	8	2	13	10	208	1040	4
19	8	2	13	13	208	1352	4
18	8	2	13	12	208	1248	4
20	8	2	13	14	208	1456	4
8	8	2	14	2	224	224	4
22	8	2	13	16	208	1664	4
21	8	2	13	15	208	1560	4
9	8	2	14	3	224	336	4
10	8	2	14	4	224	448	4
